3327:0.0167386 3216:0.0130677 2133:0.0127561 1964:0.0108638 2008:0.00991303 
1376:0.0510534 3327:0.0372746 1594:0.0077471 2203:0.0057214 2649:0.00425924 
1922:0.0556909 3327:0.0257547 1121:0.00651449 2415:0.00639808 1356:0.00529856 
1627:0.031743 3327:0.0282845 224:0.0145495 1551:0.013462 2762:0.0130237 
2033:0.0638083 537:0.0607091 2714:0.0505389 2481:0.0484504 124:0.0471782 
2818:0.0196925 3327:0.0148942 2797:0.0084131 3187:0.00835581 323:0.00618817 
3327:0.0141212 483:0.00517101 1905:0.00368179 3373:0.00321152 290:0.00313415 
3327:0.0272279 2260:0.0254679 253:0.0225221 1584:0.009219 745:0.00908963 
3327:0.0504204 3168:0.00677601 1627:0.00418569 3128:0.0036998 1204:0.00279886 
3327:0.0259587 2462:0.0235619 2071:0.0187293 2573:0.0162587 554:0.0144224 
3327:0.0141363 1192:0.0118784 190:0.00665324 2573:0.00321135 953:0.00106086 
2740:0.0329875 1124:0.00995901 3327:0.00926839 3083:0.00641228 1461:0.00549076 
650:0.0397716 3327:0.0312927 649:0.026779 3321:0.0147283 2059:0.00847248 
891:0.0158004 2203:0.0155169 2417:0.00694382 1627:0.00393753 3373:0.00141093 
1964:0.0322289 3327:0.0260938 2361:0.0227384 2337:0.02115 3196:0.0199661 
3327:0.0254901 2203:0.0135633 1215:0.00645811 2447:0.00504657 2609:0.00478554 
3327:0.0347473 2047:0.014313 1141:0.0139015 158:0.0124885 1967:0.010396 
3327:0.0321709 236:0.0215594 2979:0.0132117 887:0.0114459 2036:0.00968501 
3327:0.0288812 1313:0.0198411 2849:0.0128682 3358:0.0118162 94:0.00961119 
3327:0.0175348 1787:0.010353 2260:0.00723225 2818:0.00479419 3297:0.0013085 
3327:0.0250006 2260:0.0223337 2814:0.00982335 2261:0.00914095 1787:0.00693611 
284:0.0448988 3327:0.0210826 2456:0.0192946 2417:0.0183151 1335:0.0145196 
3327:0.0250372 1627:0.0165053 2417:0.00631652 1313:0.00484829 2447:0.00306964 
3327:0.0216461 2609:0.0172978 2417:0.0117205 440:0.0083374 2428:0.00793562 
3327:0.148975 1905:0.137298 1958:0.030367 1967:0.0216313 1906:0.0163009 
3187:0.0203421 2326:0.0134586 3327:0.0114801 284:0.00960317 1376:0.00852422 
3327:0.0241811 2203:0.0130107 2227:0.0070748 2226:0.00573913 224:0.00303563 
832:0.0266386 1912:0.0252121 3327:0.0218468 1928:0.0128413 537:0.0109609 
3327:0.0262608 1496:0.023189 3168:0.0172337 2759:0.0132281 3286:0.0105316 
3327:0.0158861 2447:0.010014 2417:0.00761063 891:0.00713483 491:0.00564087 
3096:0.0351151 3327:0.019949 2203:0.0158513 1905:0.00292693 969:0.00155754 
3327:0.0168971 2507:0.0160373 3286:0.00266221 843:0.00263478 1967:0.00111651 
3327:0.0393283 126:0.0115661 1594:0.00821207 2891:0.00477186 1376:0.00439956 
3153:0.0519149 3327:0.023114 934:0.0170022 3321:0.0151957 950:0.00663342 
3327:0.0219075 2910:0.00646882 2898:0.00646095 2447:0.00606273 1697:0.00528712 
1344:0.0163634 3327:0.0141295 3049:0.00539894 1798:0.00496804 124:0.00374717 
3327:0.0458519 1436:0.0196887 2306:0.00907356 1145:0.00804555 1197:0.00793911 
3327:0.0285955 1584:0.0189272 2462:0.00777045 3136:0.00691931 769:0.00552328 
3327:0.0138956 2203:0.0116697 2911:0.00955259 2033:0.00628942 2481:0.00601704 
3327:0.0287277 711:0.00499236 2609:0.0049614 2203:0.00495895 2447:0.00417919 
2203:0.0478652 3327:0.0343185 2417:0.00672005 41:0.00579325 301:0.00432114 
3327:0.0225153 1845:0.0136806 3083:0.00834218 2419:0.00625354 756:0.00531942 
3286:0.0227727 2759:0.0162569 1627:0.0151708 1413:0.0144552 1423:0.0131378 
1467:0.0415686 1461:0.0361796 3327:0.0239533 1445:0.00764313 2984:0.00743778 
650:0.0280424 3327:0.0237742 2696:0.0152484 2507:0.0141165 649:0.0114362 
419:0.027757 650:0.0188195 649:0.00849173 1862:0.00690531 3094:0.0057629 
3327:0.060741 1376:0.0178708 1496:0.0159097 2891:0.0134761 3168:0.0132688 
3327:0.0275402 2203:0.00532587 1594:0.00481326 2710:0.00414854 2685:0.00176013 
3327:0.03323 2447:0.0278177 1627:0.0145023 2788:0.0129281 2071:0.0103483 
2762:0.0183523 892:0.0155826 3327:0.0154617 3367:0.0145301 290:0.0121469 
3327:0.0181431 1241:0.00359179 3184:0.00237245 1417:0.00230448 2573:0.00225798 
2762:0.0208396 892:0.0182385 3367:0.0176044 1798:0.00979849 2661:0.00729544 
650:0.0429142 649:0.0255995 2696:0.0245512 3094:0.021836 2447:0.0146183 
2573:0.0410203 3327:0.0225183 3269:0.00924453 33:0.00817984 1011:0.00771459 
2573:0.0397401 3327:0.0242906 2572:0.0231685 1011:0.021563 1905:0.0164174 
3327:0.0203717 3300:0.00511246 2685:0.00391208 3297:0.00375223 3373:0.00314736 
2818:0.011672 122:0.0084725 3327:0.00763074 3083:0.00491756 3077:0.00459515 
2417:0.0305596 2462:0.0211884 3327:0.0183727 2457:0.0149541 330:0.0149541 
2462:0.0558162 3327:0.0301809 2788:0.0146191 2685:0.0136041 2071:0.00942286 
2447:0.0269787 2507:0.0208902 3327:0.0193218 2417:0.0145636 650:0.00573132 
3327:0.0293444 2818:0.0142362 3297:0.0116761 769:0.0103425 1787:0.00866063 
2203:0.0291396 3327:0.0104487 2788:0.0068081 1627:0.00678406 2462:0.00644653 
3327:0.0226871 2447:0.00777458 2788:0.00725165 3065:0.00549145 2203:0.00496855 
3327:0.0165283 2552:0.0112781 211:0.0105582 2685:0.0105384 574:0.00592709 
3327:0.0411419 284:0.0201748 2979:0.0166423 887:0.0144179 2809:0.0103829 
2609:0.040131 2428:0.0344881 3327:0.0250169 2649:0.0218133 30:0.0190806 
2175:0.0529342 891:0.047944 3327:0.0230899 323:0.00597792 597:0.00274727 
505:0.0219218 3327:0.0156997 2266:0.00610821 2710:0.00545172 934:0.00464013 
3327:0.0326921 2788:0.0122414 704:0.00268985 2417:0.00225754 2573:0.00176864 
3327:0.0382238 2417:0.00771918 3373:0.00738715 491:0.00425539 1318:0.00370453 
2203:0.0414646 3096:0.015218 3327:0.0113327 1905:0.00780656 2552:0.00714347 
3327:0.0173192 3373:0.00196711 68:0.00194376 110:0.00107646 953:0.00106086 
2447:0.0175844 526:0.00707301 1912:0.00524765 1206:0.0035561 1721:0.00351163 
1344:0.058894 2818:0.0160841 3327:0.0150626 1798:0.0130248 537:0.0125062 
2456:0.0457543 284:0.0171441 2454:0.014301 2417:0.00995883 3327:0.00948521 
483:0.0181845 3327:0.00802869 650:0.00288334 1627:0.00222072 652:0.00161564 
3321:0.0162409 1650:0.0039727 2203:0.00358421 1273:0.00231759 3373:0.00222714 
3041:0.0847349 3327:0.0186623 3083:0.0112127 1141:0.00483136 2417:0.00360249 
3327:0.0209049 2609:0.0107644 361:0.0103756 745:0.0091484 2447:0.00903235 
2071:0.0330829 277:0.0141923 2075:0.0112871 1498:0.00494206 3251:0.00289796 
3327:0.0101089 1081:0.00622376 2047:0.00265618 3094:0.0026189 769:0.00221379 
2849:0.0266796 3327:0.0194967 1928:0.0161061 2850:0.0125532 1243:0.0103406 
3327:0.0242156 2133:0.0225999 3300:0.00910749 885:0.0075186 3297:0.00576018 
3327:0.0247498 2573:0.0246555 3083:0.00392769 2203:0.00293398 1026:0.00242146 
3327:0.00672236 433:0.00433685 3128:0.00431156 483:0.00403583 1318:0.00396596 
3327:0.0139614 2447:0.00193346 2227:0.00141772 1603:0.00137835 2578:0.00136199 
3327:0.0179545 3216:0.00462799 3176:0.00287362 3297:0.00217482 2818:0.00114897 
3327:0.0373538 2552:0.026398 2970:0.0154373 2075:0.0112853 2710:0.00775964 
1958:0.0563979 1905:0.0507427 1906:0.034588 3327:0.027032 2447:0.0169517 
1976:0.0180447 3373:0.0164618 2417:0.013946 491:0.0130302 3327:0.0128529 
3327:0.0344446 2496:0.0126842 2417:0.00875381 2203:0.00773653 284:0.00691707 
3327:0.0255114 1532:0.0237769 3096:0.00786591 2911:0.00363879 769:0.00320947 
3327:0.0316102 1152:0.0114711 2818:0.00875437 2417:0.00515212 211:0.00389969 
2462:0.0219237 323:0.0208673 3327:0.0185258 2933:0.017287 2788:0.0171182 
3327:0.0189495 1461:0.0142951 3319:0.00986397 2747:0.00624325 2278:0.00359215 
3327:0.0394272 483:0.0216141 2203:0.0132691 955:0.00901199 3373:0.00551373 
2203:0.0525112 679:0.020502 3327:0.0192399 2417:0.0158083 762:0.00738512 
642:0.0842251 3327:0.0167206 2248:0.00570003 308:0.00514534 1262:0.00322156 
934:0.0227449 2033:0.0134422 2481:0.00986635 2039:0.00978729 124:0.00913547 
3327:0.024554 3297:0.0151482 2843:0.00610443 248:0.00503154 2047:0.004822 
3327:0.034583 2203:0.0224145 2447:0.00908168 2417:0.00531515 2507:0.00391475 
2788:0.0225844 3327:0.0206105 1594:0.00846416 1376:0.00180593 953:0.00106086 
2227:0.0298974 2447:0.0254787 2696:0.0191067 3327:0.0126909 2226:0.0113892 
3327:0.0347845 1078:0.00785635 1496:0.00695551 199:0.00653768 1595:0.00653762 
268:0.0190307 339:0.0115949 3373:0.00671531 284:0.00648509 2417:0.00533333 
284:0.0257893 3327:0.0202484 2417:0.00357274 2419:0.0022414 3110:0.00153445 
1905:0.0295936 2911:0.0186838 3327:0.0136363 1906:0.0118572 3384:0.0106917 
3327:0.0184777 2609:0.0107939 1568:0.00953494 1567:0.00774381 2868:0.00717931 
2326:0.0282548 2462:0.0214931 3327:0.0193607 2788:0.0113629 1171:0.0061177 
3327:0.0233673 3363:0.0206416 1845:0.0203736 1853:0.0164397 2573:0.0117788 
3327:0.0183675 1376:0.00535336 2624:0.00264669 2227:0.00216302 224:0.00166096 
3327:0.0246676 2203:0.00993014 2685:0.00787087 3065:0.0046594 2818:0.00444735 
3327:0.0296282 2818:0.0146341 2033:0.0100353 1827:0.00988131 2582:0.00753862 
3327:0.0244704 2261:0.0169224 2260:0.00525253 2592:0.00431713 2573:0.00396355 
3327:0.0266853 1202:0.00690383 2203:0.00544268 2462:0.00544148 2788:0.00380669 
3327:0.0161345 653:0.00740234 2417:0.00632038 891:0.00507222 2818:0.00323491 
236:0.0420758 2036:0.0240786 3327:0.023654 737:0.0131408 284:0.00990529 
3327:0.0245204 1246:0.00344585 3298:0.00317594 3065:0.00289336 3373:0.00257834 
1594:0.0249341 3327:0.0240205 1205:0.00898088 2849:0.00607147 2203:0.00463424 
3327:0.0243456 1078:0.0107573 1077:0.00969869 1335:0.00254213 953:0.00106086 
1905:0.0167619 3327:0.0129178 2573:0.0105048 787:0.00521072 2203:0.003734 
3327:0.0259966 1659:0.010154 3065:0.00992849 537:0.00923332 769:0.00731397 
3083:0.0478786 3327:0.0210385 642:0.0175851 2021:0.0108255 2447:0.00267439 
3327:0.0331932 863:0.0331827 1141:0.0278463 379:0.0183928 2168:0.0177509 
3327:0.023288 1818:0.00969168 284:0.00746898 1707:0.00714482 2849:0.00550914 
2573:0.00485894 1011:0.00301419 2203:0.00241337 705:0.00236557 190:0.00181082 
1594:0.0172183 3327:0.0163059 2609:0.0124399 3157:0.0108029 2712:0.00785009 
3327:0.0296471 3350:0.00798979 1538:0.00561029 2456:0.00506647 2203:0.0046921 
1174:0.0318314 3327:0.0314081 1154:0.0231346 3187:0.0221463 2462:0.0211888 
2447:0.024315 3327:0.00877277 2849:0.00625183 680:0.00620339 2326:0.00557618 
2447:0.0329148 2696:0.0163786 2697:0.0132088 1731:0.0085118 1732:0.00721317 
1344:0.0313332 863:0.0141985 3327:0.0132501 2168:0.0114111 1141:0.0100824 
3327:0.0557543 2203:0.0279718 2417:0.0275952 1642:0.0250265 484:0.0250265 
3327:0.023174 1627:0.0189006 2203:0.0115408 2762:0.00849553 3168:0.00781516 
3327:0.0254087 1344:0.0120733 218:0.011028 3049:0.0095923 2710:0.00945379 
190:0.0287395 3327:0.0282537 191:0.0205179 2071:0.0196726 2573:0.0165893 
3327:0.0290452 2326:0.0214209 2788:0.0193766 2462:0.0154925 2203:0.0115188 
3327:0.0193755 3187:0.0133652 2447:0.0108147 2788:0.0105063 2071:0.00883512 
3327:0.0154977 1905:0.006846 521:0.00561089 1413:0.00505978 1423:0.00496132 
3327:0.0383445 2462:0.0342193 2622:0.0138146 2788:0.013328 2447:0.0100774 
3327:0.0248291 1498:0.0191231 2071:0.0164741 2788:0.0139805 3057:0.00650335 
1906:0.0142215 3187:0.00974064 2633:0.00779518 2203:0.00694948 3072:0.00379972 
3327:0.0238684 1905:0.00901322 3361:0.00148959 1906:0.0010949 953:0.00106086 
3096:0.0834914 2071:0.0219095 2073:0.0197518 2788:0.0195405 2447:0.0166629 
1912:0.0312572 832:0.0278766 1928:0.0138956 3327:0.0138593 1802:0.0125619 
642:0.0198429 1627:0.0157019 3327:0.0150447 1496:0.00855036 2203:0.00759507 
1130:0.00615579 1131:0.00561896 1391:0.00463633 1305:0.0046146 3327:0.00430096 
3327:0.056573 2203:0.0293203 2911:0.0184136 3216:0.00685461 934:0.00488132 
2203:0.0714552 3327:0.045046 2115:0.0293024 2417:0.00396434 301:0.00271994 
3327:0.0173967 2203:0.00937622 2095:0.00429447 2417:0.00399484 2584:0.00292328 
1344:0.053983 3327:0.0159188 1798:0.0146782 2818:0.0124368 1346:0.00781786 
3327:0.0190027 1268:0.0182366 1356:0.0169312 1594:0.0108516 2849:0.00784629 
3327:0.0173915 2075:0.0108789 2573:0.00941705 2071:0.00938658 1987:0.00913246 
3327:0.0457117 1943:0.0171803 491:0.0128461 3297:0.0105314 2753:0.0102729 
2047:0.0500021 3327:0.0255707 2685:0.0105328 2033:0.0103532 158:0.00998301 
1152:0.0762064 3327:0.0331803 1922:0.0232469 2609:0.021839 2785:0.0135672 
642:0.0312877 3327:0.0210836 643:0.0206999 2685:0.00641936 3286:0.00571013 
2260:0.046483 3327:0.0370753 2261:0.0339067 2592:0.0217982 2749:0.0130464 
3327:0.0236863 2573:0.0153154 1905:0.0146245 1906:0.00450007 2075:0.00401577 
3327:0.0195936 3297:0.00868553 3216:0.00755734 466:0.00463889 463:0.00430095 
2507:0.0258154 2033:0.020874 3327:0.0199533 3096:0.0148181 2447:0.00988228 
3327:0.019979 2456:0.0100829 284:0.00842982 2417:0.00808279 3187:0.00768999 
3327:0.0191578 2507:0.0182152 2447:0.0121177 284:0.0112586 2037:0.00601551 
3327:0.0271388 2203:0.0126762 336:0.00886078 2462:0.00809593 301:0.00329394 
3327:0.0300702 1594:0.0288826 2095:0.020185 2685:0.0181082 2788:0.00946242 
642:0.0849737 3327:0.0262393 1627:0.0114065 2996:0.00511023 1496:0.00499902 
3327:0.0160174 1731:0.0157288 1732:0.0111448 3168:0.0101577 1496:0.00960035 
1627:0.0501458 3327:0.0111824 2507:0.00798129 211:0.00771611 2447:0.00675022 
3327:0.0216972 2573:0.00544197 953:0.00106086 67:0.00102414 1905:0.000964458 
2364:0.0282229 2008:0.0272423 1798:0.0184484 253:0.0149551 2168:0.00888103 
2507:0.021936 3327:0.0191554 2762:0.00323767 3343:0.00294402 3367:0.00266248 
3327:0.0253799 2203:0.0119924 2417:0.007383 341:0.00630627 3373:0.00393432 
3327:0.0276532 2456:0.0200789 2788:0.0185093 559:0.00958824 2447:0.00930083 
3327:0.0411571 3187:0.0200883 492:0.018077 2203:0.00350868 2417:0.00346989 
3327:0.0117726 3187:0.00673073 2661:0.00553996 2417:0.00335148 679:0.00208293 
2833:0.0486392 955:0.0273743 234:0.0227378 2248:0.0153778 1262:0.00834228 
1912:0.030258 2417:0.0297739 1215:0.0239225 3327:0.0203322 135:0.0195134 
3327:0.036419 3168:0.0199138 1496:0.0148199 843:0.00746162 3238:0.00517032 
3327:0.0289334 3168:0.0168448 1496:0.00617888 1262:0.00597492 3065:0.00377762 
3327:0.0414396 444:0.0353262 2891:0.0192777 1486:0.0150249 1594:0.0140187 
3327:0.0373022 2609:0.0312452 1106:0.0276654 987:0.0198942 1594:0.0118121 
3327:0.0474785 1594:0.0271263 2891:0.0252755 1106:0.0236854 2710:0.00657909 
3327:0.0423851 2203:0.00646122 2417:0.00557784 1152:0.00543014 3176:0.00533706 
3327:0.0829022 1627:0.0703731 2142:0.0700865 3286:0.0638896 1967:0.0494789 
3327:0.0385068 2456:0.0344477 1931:0.0220997 560:0.0197685 2453:0.0158606 
2614:0.0410396 284:0.0196906 1330:0.0187609 1335:0.0169608 2187:0.0146749 
3327:0.026774 2021:0.0163157 2447:0.0040391 642:0.00316325 2762:0.00292694 
3327:0.0160044 1437:0.00773192 2203:0.00476941 2435:0.0045805 3373:0.00311012 
650:0.0555124 2696:0.0516387 649:0.0293877 3327:0.0269653 419:0.0162953 
2203:0.0286748 3327:0.0184275 2417:0.00392338 679:0.00391275 1152:0.00222304 
3327:0.020456 2507:0.017 1912:0.0152994 2685:0.0133064 2447:0.0103828 
3327:0.0206963 1905:0.00797223 2203:0.00343567 929:0.00253183 336:0.00216847 
3327:0.0139306 2762:0.00344911 3367:0.00225941 2417:0.00169796 1318:0.00119699 
525:0.0302376 2447:0.0257672 526:0.0206797 3327:0.0155608 3116:0.0097921 
1922:0.0602266 3327:0.0162509 3057:0.00767818 1121:0.00703487 2415:0.00687435 
3327:0.0161951 2417:0.00369262 2447:0.00350018 2310:0.00121155 2609:0.00121089 
3327:0.0174541 3216:0.014555 2573:0.0101262 2911:0.00544025 3350:0.00356653 
3327:0.0290201 2685:0.00654991 68:0.00468574 3065:0.00461215 3068:0.00385097 
1627:0.052207 3327:0.0195685 3187:0.0153498 2685:0.00450317 2933:0.00244322 
3327:0.0202345 2203:0.0158481 2685:0.0134842 3187:0.00689231 1461:0.00408373 
3327:0.022687 2417:0.00690132 2203:0.00419326 2818:0.00220356 1081:0.00107936 
2203:0.0347449 463:0.0238936 3327:0.0217053 466:0.0187177 3298:0.0125042 
3327:0.0458595 1215:0.0101579 1376:0.00941572 2417:0.00777905 268:0.00606335 
3327:0.0360181 1594:0.0192968 2609:0.0129078 2883:0.0120333 2098:0.00958167 
3327:0.0226317 3292:0.00772507 1215:0.00740103 2417:0.00486292 1163:0.00399204 
3327:0.013239 2260:0.0108384 2262:0.00809954 2986:0.00719707 2985:0.00578898 
3327:0.0245825 1344:0.0221624 1129:0.0158133 1798:0.0126377 2818:0.00531644 
3327:0.0485364 1905:0.0238929 1958:0.0131408 2685:0.00896982 1376:0.00667159 
1467:0.0290476 1461:0.0271883 3327:0.018769 1330:0.010376 2187:0.00658153 
3327:0.0223867 1964:0.0152587 2133:0.0128012 2337:0.00773427 3350:0.00393608 
3327:0.0213336 1787:0.00838247 3298:0.00291989 2818:0.00265567 617:0.00185801 
1141:0.0402476 3327:0.0139874 1139:0.0105637 1798:0.00990548 1145:0.00855808 
3327:0.0201497 1330:0.0130547 1335:0.00647115 2187:0.00544174 657:0.00439783 
3327:0.0246072 444:0.0164172 2788:0.00562704 126:0.00474513 601:0.00397778 
2203:0.038223 3327:0.0276169 1461:0.0132669 284:0.0113045 301:0.0109558 
3327:0.0301657 2573:0.0178925 1967:0.0101111 1845:0.00906103 1074:0.00527858 
3327:0.0472723 1496:0.00640524 2203:0.00599643 1215:0.00599301 224:0.00471238 
3327:0.0515101 2891:0.0113373 2931:0.0110903 3168:0.0103106 1627:0.00871002 
1467:0.0611911 1461:0.0490928 3327:0.0221068 155:0.0164382 1469:0.0140636 
1542:0.0286173 3327:0.0270541 1958:0.021608 1905:0.0180821 1205:0.00857015 
3327:0.0239466 2609:0.00531783 290:0.00503239 2280:0.00407696 2762:0.00393582 
3327:0.0173459 2203:0.0132824 3350:0.0111707 2133:0.00301341 3262:0.00231044 
483:0.0259659 491:0.0230967 2417:0.014631 1976:0.0133852 3327:0.0133505 
2227:0.029321 2696:0.0269186 1627:0.0232116 3327:0.0195048 1976:0.015378 
3327:0.013893 537:0.0106473 3350:0.0105773 3044:0.00490726 3298:0.00415641 
1498:0.0640446 1547:0.0600201 1062:0.0588399 3321:0.054626 3327:0.0353792 
1152:0.0348469 3327:0.0297535 2202:0.0231762 300:0.0108503 1967:0.00894961 
3327:0.0295178 1145:0.0169892 3096:0.00647381 891:0.00524206 3022:0.00462591 
3327:0.0410816 1627:0.0297542 2746:0.0269527 3111:0.0111121 2421:0.0104032 
3327:0.0348775 2933:0.017651 513:0.0135864 3158:0.00501187 2180:0.00361105 
3327:0.0299475 284:0.0177093 1905:0.0117522 1205:0.00996327 3373:0.00860122 
3327:0.0325254 253:0.0152692 2573:0.0140424 33:0.00526603 2407:0.00307304 
3327:0.0263568 444:0.0105932 2788:0.00888009 2710:0.00540774 2573:0.00414166 
3327:0.0282817 1627:0.0274126 3168:0.0198963 1496:0.0185617 2710:0.00301667 
3327:0.0173531 2685:0.00867106 2573:0.00696669 2788:0.00463921 780:0.0043584 
3327:0.0230887 2818:0.00670108 1802:0.0044809 2843:0.00369791 3297:0.00363749 
2818:0.0300506 3327:0.0215992 3297:0.0118003 1202:0.00850842 2573:0.00710087 
463:0.026355 3327:0.0229481 466:0.0199856 3298:0.0143116 1787:0.0060025 
859:0.0288612 2355:0.0275966 3327:0.0205396 3076:0.0180654 3373:0.0176783 
2447:0.0278346 1496:0.0231438 3327:0.0194378 3187:0.0170023 1627:0.011171 
3327:0.0215217 2047:0.00983337 704:0.00702353 1845:0.00533007 2158:0.00520384 
491:0.0186591 3327:0.0160758 2797:0.0158523 2423:0.00754371 1318:0.00679431 
3327:0.0265391 2746:0.0160301 3321:0.00960784 2421:0.00493091 1627:0.00440286 
3327:0.0293475 2071:0.00973604 2417:0.00866057 1746:0.0070798 1147:0.00344222 
2462:0.0177278 3327:0.0170674 2326:0.0151444 1712:0.0087594 2203:0.00815324 
2696:0.0265339 650:0.0146539 2227:0.0107614 3327:0.0096216 649:0.00685766 
284:0.0120913 3187:0.0071191 2047:0.00538215 1335:0.00155691 1634:0.00153347 
3168:0.0326834 284:0.0294414 626:0.0186187 1627:0.0161135 3327:0.0139559 
3327:0.0192333 3065:0.00709357 2261:0.00706241 2592:0.00590762 2260:0.00481336 
3327:0.0372431 2496:0.0109664 2447:0.00876518 30:0.00433554 284:0.00431691 
235:0.0267168 1627:0.024239 284:0.0228575 2379:0.0186699 3327:0.0178823 
3327:0.0140814 2417:0.00489244 284:0.00367904 2203:0.00351327 3065:0.00246211 
2203:0.0536421 3327:0.0466899 2417:0.00916833 593:0.00479796 233:0.00282981 
3327:0.0224537 2447:0.00550111 934:0.00538787 2788:0.00525525 1194:0.00469738 
3327:0.0248988 2447:0.00846755 525:0.00620563 526:0.00485514 2145:0.00380588 
3327:0.0219123 284:0.014428 3361:0.00804679 691:0.00652066 898:0.00636193 
691:0.0230529 2281:0.0221075 2070:0.0204563 433:0.0117129 174:0.0111074 
3327:0.0280329 1460:0.0149494 2951:0.0114349 2499:0.00995133 2661:0.00753485 
1335:0.0241467 3327:0.0209786 284:0.0168834 657:0.0161801 1330:0.0152477 
3327:0.031249 2125:0.00575788 2788:0.00288392 264:0.00183436 1629:0.00183342 
3327:0.0168374 1922:0.00778971 290:0.00771807 2337:0.00769521 934:0.00709155 
2614:0.059547 3327:0.0345772 2203:0.0218677 2849:0.0180274 2417:0.00896296 
3327:0.0204763 2447:0.0103464 1318:0.00198934 224:0.00174182 3373:0.00150067 
3327:0.019532 1496:0.0077845 1627:0.00515032 1600:0.00350002 3340:0.00288007 
2788:0.0324431 2071:0.0295231 3116:0.0275918 1054:0.0249666 2462:0.0244021 
2609:0.0665397 2428:0.0438863 3327:0.0381349 2649:0.0271734 30:0.0233242 
3327:0.0139136 2797:0.00560434 2933:0.00371194 2788:0.00262178 1318:0.00232944 
3327:0.0143516 1215:0.00182579 2180:0.00118998 953:0.00106086 1326:0.000844622 
3327:0.0408772 1376:0.0303316 1419:0.00500533 2180:0.00354082 2203:0.00304596 
3327:0.0129075 1391:0.00570918 3026:0.0053816 3083:0.00467267 2133:0.00448092 
3022:0.013863 2462:0.0136406 1197:0.0124305 2917:0.0104603 2483:0.0101975 
3286:0.0401971 3225:0.0264308 3327:0.0192511 2142:0.0111348 1496:0.0107935 
3327:0.0215365 1976:0.0125439 1205:0.0107897 344:0.0106156 1905:0.0092322 
3327:0.0396007 1905:0.0261627 1958:0.0165391 1906:0.0131158 2203:0.00840066 
1798:0.0308912 3327:0.0200235 2970:0.00965171 1967:0.0072377 2685:0.007199 
3327:0.0429169 2447:0.0171542 2507:0.00774029 896:0.00761471 1152:0.00750978 
934:0.0365799 2033:0.0306954 537:0.0250777 950:0.022166 124:0.0220811 
1376:0.0470383 1594:0.0461327 2303:0.0355007 3327:0.0350577 1025:0.0293782 
